Catégorie,Diagnostic,clean_categorie,predicted_categorie
Securité > Profil,"les accès avaient déjà été accordés sur Edition_M3. 

Pour la DF, il faut préciser le sous dossier correspondant au service ou division ou départementveuillez préciser le dossier et aussi le type d'accès (lecture simple ou lecture/écriture)",Securité,Postes
Securité > Profil,"bonjour ,cette demande est deja traitée",Securité,M3
Securité > Profil,Demande traitée,Securité,Postes
Securité > Profil,Le profil EGOLE01 n'était pas inscrit dans le groupe de déploiement suivant la politique définie.,Securité,M3
Securité > Profil,Suppression droits informatiques et retrait de la flotte entreprise,Securité,Postes
Securité > Profil,Inaccessibilité au dépôt 242,Securité,Postes
Système > Serveur I,"Hotline, ne m'envoyez plus ce genre d'incident. s'il n'y a pas de sous dossier de l'utilisateur correspondant au service ou division ou département où donner accès.

De plus préciser le type d'accès à donner (lecture ou lecture/écriture)",Système,Postes
Système > Serveur I,Plantage sous système PMEDH YDE,Système,Postes
Système > Serveur I,indisponibilité du serveur causé par un pb de corruption de données sur la baie de stockage,Système,Postes
Système > Serveur I,Plantage sous système PMEDH YDE,Système,M3
Système > Serveur I,indisponibilité du serveur causé par un pb de corruption de données sur la baie de stockage,Système,Postes
Système > Serveur I,indisponibilité du serveur causé par un pb de corruption de données sur la baie de stockage,Système,Securité
Système > Serveur I,indisponibilité du serveur causé par un pb de corruption de données sur la baie de stockage,Système,M3
Système > Serveur I,indisponibilité du serveur causé par un pb de corruption de données sur la baie de stockage,Système,M3
Système > Serveur I,Lenteur observé,Système,M3
Système > Serveur I,contacter directement Fabrice KOUOPTCHOP qui est l'administrateur de ce serveur,Système,Infrastructure
Système > Serveur I,indisponibilité observée,Système,M3
Système > Serveur X,Déversement des écritures de comptabilité industrielle,Système,M3
Système > Serveur X,"FABRICE, il faut voir avec les pilotes en place directement car je n'ai aucune visibilité sur les serveurs",Système,M3
Système > Serveur X,voir avec Aimé KOUAGHEU,Système,M3
Système > Serveur X,VOIR AVEC LE HELPDESK,Système,M3
Système > Serveur X,Un script a été mis en place pour le suivi et la maintenance des partition sur les serveurs MOS et s'exécuteront automatiquement,Système,M3
Système > Serveur X,Echecs corrigés,Système,M3
Système > Serveur X,A l'heure de l'execution le serveur qui a les sources de données étaient indisponible,Système,Postes
Système > Serveur X,Serveur n'étant plus au domaine à cause de la migration vers le cloud,Système,Postes
Système > Serveur X,Déploiement de la version à jour de l'application,Système,M3
Système > Serveur X,En attente du fichier sous le bon format pour diffusion,Système,M3
Système > Serveur X,Nous devons archiver les données dans ce modèle,Système,M3
Système > Serveur X,c'était juste une tâche ponctuelle qui est terminée rien d'alarmant,Système,M3
Système > Serveur X,Lenteur observé,Système,M3
Système > Serveur X,"Problème de resolution DNS

et changement des nom des PC",Système,Workflows
Workflows > Achat,ARTICLE DANS LE DEPOT 270,Workflows,Workflows
Workflows > Agreement fournisseur,deja traité,Workflows,M3
Workflows > Assurance Automobile,Il s'agit d'une validation de DT; qui aurait plantée,Workflows,Workflows
Workflows > Cession,MAJ déjà efectuée,Workflows,Postes
Workflows > Cession,Doublon...Merci de paienter votre demande est en cours de traitement,Workflows,Securité
Workflows > Cession,impossibilité de saisir les cessions,Workflows,Workflows
Workflows > Cession,Problème soumission WF,Workflows,Workflows
Workflows > Cession,DEMANDE DE PARAMETTRAGE,Workflows,M3
Workflows > Cession,Problème soumission WF,Workflows,M3
Workflows > Cession,Problème lié au navigateur internet explorer.,Workflows,Workflows
Workflows > Cession,Demande de droits,Workflows,Workflows
Workflows > Cession,Création comptes cession boisson cadre,Workflows,M3
Workflows > Cession,PROBLEME DE VALIDATION DES CESSIONS,Workflows,Workflows
Workflows > Cession,tiers déjà créé,Workflows,Securité
Workflows > Cession,incident déjà créé en double,Workflows,M3
Workflows > Cession,demande de transfert de droit dans le work flow,Workflows,Workflows
Workflows > Cession,Problème de cession,Workflows,Workflows
Workflows > Cession,COMPTE CESSION AVEC CLIENT INCONNU,Workflows,Workflows
Workflows > Cession,Droit WF Cession,Workflows,Flotte
Workflows > Cession,Incident traité par le consultant Fonctionnel Commercial,Workflows,Workflows
Workflows > Cession,retrait des droit de saisie dans le depot 152,Workflows,Workflows
Workflows > Cession,PARAMETRAGE WORKFLOW CESSION BOISSON,Workflows,Workflows
Workflows > Cession,Demande de droits informatique E-lions validation cession,Workflows,Postes
Workflows > Cession,Demande de droits informatique Mr KALLA Francis Alain : PARAMETRAGE WF CESSION,Workflows,Workflows
Workflows > Cession,Problème de connexion internet suite coupure fibre Optique: recherche de solution côté Orange Cameroun encours,Workflows,Workflows
Workflows > Cession,Cession boisson n° 135315,Workflows,Workflows
Workflows > Cession,Cession boisson n° 135315,Workflows,M3
Workflows > Cession,besoin workflows cession MT littoral,Workflows,Postes
Workflows > Cession,Assistance user après intervention CI,Workflows,Postes
Workflows > Cession,CHANGEMENT RESPONSABLE MAGASIN WF CESSION,Workflows,Reseau
Workflows > Cession,Annulation paramétrage workflow cessions profil HIDJOP01,Workflows,M3
Workflows > Cession,mise à jour prix workflow cession boisson,Workflows,M3
Workflows > Congés,La mise en congé de cet employé ne passe pas parce qu'il a déjà une absence sur cette période,Workflows,Reseau
Workflows > Congés,Besoin d'assistance pour emission OM,Workflows,Workflows
Workflows > Congés,assister le user sur comment faire pour mettre un autre validateur,Workflows,M3
Workflows > Création article M3,L'utilisateur est indisponible pour cause de séminaire commercial,Workflows,Workflows
Workflows > Demande véhicule de pool,Il s'agit de la nouvelle version du workflow qui n'est pas encore en production,Workflows,Workflows
Workflows > Engagement du personnel,Merci à la Supervision d'exécuter les requêtes ci dessous:,Workflows,Securité
Workflows > Engagement du personnel,Workflow présentant une Page blanche à cause d'une instabilité réseau,Workflows,Workflows
Workflows > Facture,CHANGEMENT OPERATEUR BPA,Workflows,Postes
Workflows > Facture,"Période comptable 2022 fermée, c'est la raison du blocage",Workflows,M3
Workflows > Facture,demande de mise à jour des droits de validation WF,Workflows,M3
Workflows > Facture,Facture en attente de validation dans votre workflow,Workflows,M3
Workflows > Facture,Le profil est lié au flux d'informations entre le MEC et l'AS400 ceci à cause du WF Règlement Fournisseur; les travaux d'optimisation des scripts associés au WF règlement Facture sont encours,Workflows,M3
Workflows > Facture,retrait des droits de validation dans les WF elions comme remplacant,Workflows,Workflows
Workflows > Facture,Erreur MEC sur la facture,Workflows,Workflows
Workflows > Facture,Cette facture ne peut remonter dans le WF à cause du numéro de facture utilisé; le 0 de début est ignoré.,Workflows,M3
Workflows > Facture,Facture déjà validée,Workflows,M3
Workflows > Facture,Il n'existe pas de chaine de validation comportant ces 3 personnes,Workflows,M3
Workflows > Facture,NON REMONTEES DES FACTURES DANS OIS 300 DEPOT BP8 ET BQ3,Workflows,Postes
Workflows > Facture,Paramétrage de Nyemba comme remplacante de FOSSE et BOUKAM pour la validation des WF elions,Workflows,M3
Workflows > Facture,rétrogradation de la facture effectuée par le chef d'exploitation,Workflows,M3
Workflows > Facture,Facture 000 286 en erreur MEC. Facture à réinitialiser,Workflows,M3
Workflows > Facture,connexion article/ assortiment,Workflows,Postes
Workflows > Facture,FACTURE DISTRIBUTEUR BEN BENJO NE REMONTE PAS DANS LE COMPTE NUMERO 1003974760 en date du 26/01/2022,Workflows,M3
Workflows > Facture,Problème erreur MEC sur les factures,Workflows,M3
Workflows > Facture,"Il s’agit ici d’un Bugg au niveau du WF et nous avons constaté que ce Bugg se produit généralement lorsqu’il y’a eu campagne de règlements fournisseur. Des analyses sont encours pour l’optimisation de ce WF et en attendant pour la résolution de ce Bugg,",Workflows,M3
Workflows > Facture,"a l'analyse, la requête lancée n'est pas uniforme car le profil utilisateur ayant encaissé n'est pas le même que celui de la remise en banque",Workflows,Postes
Workflows > Facture,FACTURES NON DEVERSEES DE 2021,Workflows,Postes
Workflows > Facture,"OK

problème de ressources CPU",Workflows,Securité
Workflows > Facture,MAJ règle comptable,Workflows,Postes
Workflows > Heures supplementaires,Cet incident a déja été traité,Workflows,Securité
Workflows > Heures supplementaires,Le traitement de l'incident ci-dessous a été validé avec Berthe,Workflows,M3
Workflows > Heures supplementaires,Information sur le service erronée,Workflows,Securité
Workflows > Heures supplementaires,Incident traité,Workflows,Workflows
Workflows > Heures supplementaires,Paramétrage nouveaux Mécaniciens dans la table PRS_Service_Employé,Workflows,Workflows
Workflows > Heures supplementaires,vider son cache sur 7 jours ou changer simplement de navigateurs,Workflows,Securité
Workflows > Heures supplementaires,Assistance user après paramétrage du remplacement,Workflows,Postes
Workflows > Heures supplementaires,"Sauf avis contraire de l’expert qui nous lit en copie, la semaine 1 débutant le 3 Janvier, il est impossible d’établir les HS aux dates du 1er et 2 janvier.",Workflows,Securité
Workflows > Heures supplementaires,Paramétrage du Remplacement dans les différents WF,Workflows,Workflows
Workflows > Heures supplementaires,Paramétrage de nouveaux employés dans le WF HS,Workflows,M3
Workflows > Missions,WorkFlow Ordre de mission,Workflows,Workflows
Workflows > Missions,MAj profil,Workflows,Workflows
Workflows > Missions,Demande de suppression d'un ODM,Workflows,Postes
Workflows > Missions,CONGES DEX DES USINES DE YAOUNDE,Workflows,Workflows
Workflows > Missions,L'ordre de mission est présent dans le système,Workflows,Workflows
Workflows > Missions,"En ce qui concerne les déplacements par trains pour NGAOUNDERE, le billet d'avion est acheté par l'assistante de votre direction et est mis à votre disposition tout comme le billet d'avion",Workflows,M3
Workflows > Missions,Extraction mission effectué à l'étranger dans le WF Elions,Workflows,Workflows
Workflows > Missions,Paramétrage de la sécrétaire pour réception des notification WF de la DG,Workflows,Postes
Workflows > Missions,La configuration du DSI dans la liste sharepoint est erronée pour cause de test en PROD dans le workflow,Workflows,Postes
Workflows > Missions,Problème de droits de validation pendant remplacement,Workflows,
Workflows > Missions,Aucun ordre de mission dans la vue principale de l'utilisateur.,Workflows,
Workflows > Missions,Mise à jour effective,Workflows,
Workflows > Missions,"zoom navigateur grand, ne permettant pas de voir les onglets wf",Workflows,
Workflows > Missions,Incident en doble avec le ticket 240602.,Workflows,
Securité > Profil,ACCES,Securité,
